estado;num_gestiona;pertenece_a_licitacion;es_licitacion;fecha_oferta;agente_comercial;oficina;tipo_servicio;grupo;cliente;objeto;origen;comentarios;;presupuesto_total;gastos_estimados;tecnico_t1;fin_licitacion;ingresos_2026;ingresos_2027;ingresos_2028;ingresos_2029;ingresos_2030
ACEPTADO;T OV-20150824;;;23/04/2015;IMR;NAVARRA;ATEX;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;DPCEx GNL VALDETORRES MRG;CLIENTE ANTIGUO;;;1.350,00 €;0;;;;;;;
ACEPTADO;T OV-20150825;;;23/04/2015;IMR;NAVARRA;ATEX;ACCIONA;ACCIONA ENERGIA;CURSOS ATEX TS PALMA;CLIENTE ANTIGUO;;;2.185,00 €;450;;;;;;;
ACEPTADO;T OV-20150826;;;23/04/2015;IMR;NAVARRA;ATEX;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;DPCEx GNL LAVANDERIAS TRITON;CLIENTE ANTIGUO;;;1.350,00 €;0;;;;;;;
ACEPTADO;T OV-20150827;;;23/04/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PAU GNL LAVANDERIAS TRITON;CLIENTE ANTIGUO;;;2.370,00 €;211;;;;;;;
ACEPTADO;T OV-20150828;;;23/04/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PAU GNL MTE;CLIENTE ANTIGUO;;;2.370,00 €;211;;;;;;;
RECHAZADO;T OV-20150812;;;21/04/2015;MAP;NAVARRA;LOTO;SAICA PACK;SAICA PACK ;SUMINISTRO MATERIAL LOTO + SIN;CLIENTE NUEVO;;;1.928,12 €;1157;;;;;;;
ACEPTADO;T OV-20150843;;;24/04/2015;MAP;NAVARRA;LOTO;JOHN DEERE;JOHN DEERE;AUDITORIA LOTO;CLIENTE ANTIGUO;;;3.000,00 €;440;;;;;;;
ACEPTADO;T OV-20150844;;;24/04/2015;MAP;NAVARRA;APQ;ACCIONA;BIOMASA BRIVIESCA;ANEXOS LEGALIZACION APQ;CLIENTE ANTIGUO;;;750,00 €;0;;;;;;;
RECHAZADO;T OV-20150847;;;25/04/2015;IMR;NAVARRA;ATEX;IMQ PREVENCION;LEGAIA MUGITEGI;DPCEx KATEA LEGAIA MUGITEGI;IMQ;;;1.435,00 €;60;;;;;;;
ACEPTADO;T OV-20150848_a;;;26/04/2015;IMR;NAVARRA;AUTOPROTECCION;ACCIONA;ACCIONA ENERGIA;PAU FV TUDELA;CLIENTE ANTIGUO;;;1.080,00 €;30;;;;;;;
RECHAZADO;T OV-20150858;;;28/04/2015;RHL;NAVARRA;RIESGOS;CERNEY;CERNEY;AR CERNEY HENGELO;CLIENTE ANTIGUO;;;4.350,00 €;0;;;;;;;
ACEPTADO;T OV-20150881;;;29/04/2015;MAP;NAVARRA;LOTO;SAICA;SAICA PACK ;SUMINISTRO MATERIAL LOTO + SIN;CLIENTE NUEVO;;;1.445,12 €;817;;;;;;;
ACEPTADO;T OV-20150883;;;29/04/2015;IMR;NAVARRA;CSTMP;GAS NATURAL FENOSA;GAS NATURAL FENOSA;CSTMP GAS NATURAL FENOSA;CLIENTE ANTIGUO;Servicio anual - 3 años;;113.000,00 €;25000;;;;;;;
ACEPTADO;T OV-20150897;;;04/05/2015;IMR;NAVARRA;LOTO;SAICA;SAICA PACK ;FICHAS DE BLOQUEO LOTO;CLIENTE NUEVO;;;6.540,00 €;248;;;;;;;
ACEPTADO;T OV-20150944;;;06/05/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS GALICIA;AUTOPROTECCION GAS GALICIA 2015;CLIENTE ANTIGUO;;;18.801,00 €;2565;;;;;;;
ACEPTADO;T OV-20150945;;;06/05/2015;IMR;NAVARRA;MEDIO AMBIENTE;GAS NATURAL FENOSA;GAS GALICIA;ERA 4 PLANTAS GAS GALICIA;CLIENTE ANTIGUO;;;6.200,00 €;0;;;;;;;
ACEPTADO;T OV-20150946;;;06/05/2015;IMR;NAVARRA;MEDIO AMBIENTE;GAS NATURAL FENOSA;GAS GALICIA;IPS 10 PLANTAS GAS GALICIA;CLIENTE ANTIGUO;;;3.250,00 €;0;;;;;;;
ACEPTADO;T OV-20150947;;;06/05/2015;IMR;NAVARRA;ATEX;IMQ PREVENCION;IMQ PREVENCION;DPCEx PLANTA VITORIA;IMQ; A TRAVES DE LOREA ARTABE;;1.405,00 €;100;;;;;;;
ACEPTADO; T OV-20150963;;;07/05/2015;IMR;NAVARRA;SEVESO;DITECSA;DITECSA;1254 PLANTAS GNL (3) MENORCA;CLIENTE NUEVO;;;12.075,00 €;0;;;;;;;
ACEPTADO;T OV-20150980;;;08/05/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL AVICOLA SUREÑA;CLIENTE ANTIGUO;;;2.714,00 €;555;;;;;;;
ACEPTADO;T OV-20150981_A;;;08/05/2015;IMR;NAVARRA;RIESGOS;GALP;GALP ENERGIA ESPAÑA;FORMACION HAZOP ;CLIENTE NUEVO;;;1.050,00 €;300;;;;;;;
RECHAZADO;T-OV-20151058;;;15/05/2015;MAP;NAVARRA;LOTO;TEKNO SERVICE;TEKNO SERVICE;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;2.447,20 €;1468;;;;;;;
ACEPTADO;T OV-20151083;;;20/05/2015;IMR;NAVARRA;CSTMP;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;SERVICIO CONSEJERO DE SEGURIDAD;CLIENTE NUEVO;;;9.000,00 €;850;;;;;;;
RECHAZADO;T OV-20151091;;;20/05/2015;IMR;NAVARRA;CSTMP;ICER RAIL;ICER RAIL;CS ICER RAIL;CLIENTE NUEVO;;;850,00 €;20;;;;;;;
ACEPTADO;T OV-20151094;;;20/05/2015;IMR;NAVARRA;ATEX;ICER RAIL;ICER RAIL;REV DPCEx ICER RAIL;CLIENTE NUEVO;;;1.140,00 €;20;;;;;;;
ACEPTADO;T OV-20151097;;;20/05/2015;IMR;NAVARRA;RIESGOS;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;ACR BUQUE ABEL MATUTES;CLIENTE NUEVO;;;6.764,00 €;328;;;;;;;
ACEPTADO;T OV-20151108;;;21/05/2015;IMR;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL CASTILLA Y LEON;IMPLANTACION GNL VAILLDANGOS DEL PARAMO;CLIENTE ANTIGUO;;;1.624,00 €;603;;;;;;;
ACEPTADO;T OV-20151109;;;21/05/2015;IMR;NAVARRA;MEDIO AMBIENTE;GAS NATURAL FENOSA;GAS NATURAL CASTILLA Y LEON;ERA GNL VILLADANGOS DEL PARAMO;CLIENTE ANTIGUO;;;1.550,00 €;0;;;;;;;
ACEPTADO;T OV-20151110;;;21/05/2015;IMR;NAVARRA;MEDIO AMBIENTE;GAS NATURAL FENOSA;GAS NATURAL CASTILLA Y LEON;IPS GAS NATURAL CASTILLA Y LEON;CLIENTE ANTIGUO;;;650,00 €;0;;;;;;;
ACEPTADO;T OV-20151113;;;22/05/2015;IMR;NAVARRA;MEDIO AMBIENTE;GAS NATURAL FENOSA;GAS NATURAL DISTRIBUCION;IPS GAS NATURAL DISTRIBUCION CAT Y NAVARRA;CLIENTE ANTIGUO;;;5.850,00 €;0;;;;;;;
ACEPTADO;T OV-20151114;;;22/05/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL DISTRIBUCION;AUTOPROTECCION SSTT CATALUÑA NORTE;CLIENTE ANTIGUO;;;5.281,00 €;1079;;;;;;;
ACEPTADO;T OV-20151115;;;22/05/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL DISTRIBUCION;AUTOPROTECCION SSTT CATALUÑA SUR;CLIENTE ANTIGUO;;;4.577,00 €;850;;;;;;;
ACEPTADO;T OV-20151116;;;22/05/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL DISTRIBUCION;AUTOPROTECCION SSTT CATALUÑA CENTRO;CLIENTE ANTIGUO;;;1.747,00 €;489;;;;;;;
ACEPTADO;T OV-20151117;;;22/05/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NAVARRA;AUTOPROTECCION SSTT GAS NAVARRA;CLIENTE ANTIGUO;;;5.361,00 €;780;;;;;;;
RECHAZADO;T OV-20151130;;;22/05/2015;MAP;NAVARRA;LOTO;AGRUCOME;AGRUCOME;SUMINISTRO  LOTO;CLIENTE NUEVO;;;747,00 €;448;;;;;;;
ACEPTADO;T OV-20151146;;;26/05/2015;IMR;NAVARRA;AUTOPROTECCION;GOBIERNO DE NAVARRA;DEPARTAMENTO DE EDUCACION;REV PAU CP REMONTIVAL;CLIENTE ANTIGUO;;;1.845,00 €;50;;;;;;;
ACEPTADO;T OV-20151147_A;;;26/05/2015;IMR;NAVARRA;ATEX;SAINT GOBAIN ABRASIVOS;SAINT GOBAIN ABRASIVOS;REV DPCEx SAINT GOBAIN ABRASIVOS;CLIENTE ANTIGUO;;;1.550,00 €;50;;;;;;;
ACEPTADO;T OV-20151162;;;27/05/2015;IMR;NAVARRA;ATEX;GALP;GALP ENERGIA ESPAÑA;FORMACION ATEX;CLIENTE NUEVO;;;1.250,00 €;300;;;;;;;
RECHAZADO;T OV-20151321;;;09/06/2015;IMR;NAVARRA;ATEX;ACCIONA;ACCIONA AGUA;DPCEx EDAR MEILLA;CLIENTE NUEVO;;;2.380,00 €;500;;;;;;;
ACEPTADO;T OV-20151322;;;09/06/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL TAICOLOR;CLIENTE ANTIGUO;;;2.165,00 €;7;;;;;;;
RECHAZADO;T OV-20151326_A;;;30/06/2015;MAP;NAVARRA;APQ;CEPSA;CEPSA COMERCIAL PETROLEO;APQ CEPSA VALENCIA;CLIENTE NUEVO;;;2.050,00 €;250;;;;;;;
RECHAZADO;T OV-20151337;;;10/06/2015;IMR;NAVARRA;OTROS;CEPSA;CEPSA COMERCIAL PETROLEO;PPIP ASFALTOS GIJON;CLIENTE NUEVO;;;1.680,00 €;250;;;;;;;
RECHAZADO;T OV-20151356;;;05/06/2015;MAP;NAVARRA;LOTO;SAICA;SAICA PACK ;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;3.984,86 €;2212;;;;;;;
ACEPTADO;T OV-20151392;;;19/06/2015;IMR;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;REV 1254 CC SAN ROQUE;CLIENTE ANTIGUO;;;3.896,00 €;620;;;;;;;
RECHAZADO;T OV-20151448;;;23/06/2015;IMR;NAVARRA;SEVESO;PIKOLIN;PIKOLIN;1254 PIKOLIN AUTOVIA LOGROÑO;CLIENTE ANTIGUO;;;4.915,00 €;315;;;;;;;
RECHAZADO;T OV-20151452;;;23/06/2015;IMR;NAVARRA;CSTMP;ENAGAS;ENAGAS TRANSPORTE SAU;CURSO MMMPP VARIOS CENTROS;CLIENTE NUEVO;Oferta baja. Esperamos cogerla;;3.900,00 €;1000;;;;;;;
ACEPTADO;T OV-20151459;;;23/06/2015;IMR;NAVARRA;IMPLANTACION;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;IMPLANTACION MRG;CLIENTE ANTIGUO;;;3.825,00 €;900;;;;;;;
RECHAZADO;T OV-20151487;;;24/06/2015;IMR;NAVARRA;CSTMP;3PBIOPHARMACEUTICALS;3PBIOPHARMACEUTICALS;ESTUDIO MMPP;CLIENTE NUEVO;;;475,00 €;0;;;;;;;
ACEPTADO;T OV-20151356-b;;;29/06/2015;MAP;NAVARRA;LOTO;SAICA;SAICA PACK ;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;ModificaciON de la oferta T OV-20151356;;3.745,62 €;2212;;;;;;;
ACEPTADO;T OV-20151570;;;02/07/2015;IMR;NAVARRA;SEVESO;CRINGAS;CRINGAS;1254 GNL O GROVE;CLIENTE ANTIGUO;;;2.250,00 €;0;;;;;;;
ACEPTADO;T OV-20151571;;;02/07/2015;IMR;NAVARRA;AUTOPROTECCION;CRINGAS;CRINGAS;PAU CRINGAS GNL VILANOVA DE LA BARCA;CLIENTE ANTIGUO;;;1.775,00 €;300;;;;;;;
RECHAZADO;T OV-20151593-A;;;14/07/2015;IMR;NAVARRA;APQ;ACCIONA;RUSTICAS VEGAS ALTAS;LEGALIZACION APQ RECIPIENTES FIJOS PTA Y REFRIGERACION;CLIENTE ANTIGUO;;;4.834,00 €;;;;;;;;
RECHAZADO;T OV-20151603;;;09/07/2015;RHL;NAVARRA;RIESGOS;ABEINSA;TERMOSOLAR XINA;HAZOP Y SIL;CLIENTE NUEVO;;;22.930,00 €;1030;;;;;;;
ACEPTADO;T OV-20151604;;;09/07/2015;IMR;NAVARRA;ATEX;DERIVADOS DEL FLUOR;DDFLUOR;REV DPCEx DDFLUOR ONTON;CLIENTE NUEVO;;;1.815,00 €;195;;;;;;;
RECHAZADO;T OV-20151605;;;09/07/2015;IMR;NAVARRA;AUTOPROTECCION;HERANDES;HERANDES ;PA HERANDES SIGÜENZA;CLIENTE ANTIGUO;;;2.650,00 €;310;;;;;;;
ACEPTADO;T OV-20151228;;;01/06/2015;IMR;NAVARRA;SEVESO;PIKOLIN;PIKOLIN;ASESORAMIENTO INGENIERIA;CLIENTE ANTIGUO;;;2.800,00 €;0;;;;;;;
ACEPTADO;T OV-20150576-B;;;10/07/2015;MAP;NAVARRA;LOTO;TEKNO SERVICE;TEKNO SERVICE;SUMINISTRO LOTO;CLIENTE ANTIGUO;ModificaciON de la oferta T OV-20151356;;672,66 €;404;;;;;;;
ACEPTADO;T OV-20151631;;;10/07/2015;MAP;NAVARRA;LOTO;TEKNO SERVICE;TEKNO SERVICE;SUMINISTRO LOTO;CLIENTE ANTIGUO;AmpliaciON de la oferta T OV-20151356-A;;69,93 €;42;;;;;;;
RECHAZADO;T OV-20151728;;;23/07/2015;RHL;NAVARRA;RIESGOS;DSM;DSM;EVALUACION SIL;CLIENTE NUEVO;;;1.705,00 €;0;;;;;;;
ACEPTADO;T OV-20151733;;;24/07/2015;IMR;NAVARRA;SEVESO;PIKOLIN;PIKOLIN;1254 PIKOLIN PLAZA;CLIENTE ANTIGUO;;;5.175,00 €;350;;;;;;;
ACEPTADO;T OV-20151737;;;24/07/2015;IMR;NAVARRA;SEVESO;GAS NATURAL FENOSA;GAS NATURAL CASTILLA Y LEON;1254 GLP ALBA DE TORMES;CLIENTE ANTIGUO;;;3.472,00 €;456;;;;;;;
ACEPTADO;T OV-20151774;;;29/07/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL MATADERO DEL NAVAZO;CLIENTE ANTIGUO;;;2.584,00 €;425;;;;;;;
ACEPTADO;T OV-20151779;;;30/07/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL ANDALUCIA;IMPLANTACION GNL POZOBLANCO;CLIENTE ANTIGUO;;;1.651,00 €;630;;;;;;;
RECHAZADO;T OV-20151780;;;30/07/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL MADRID;IMPLANTACION GNL  ARROYOMOLINOS SUR;CLIENTE ANTIGUO;;;1.406,00 €;385;;;;;;;
ACEPTADO;T OV-20151781_A;;;30/07/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL CEGAS;IMPLANTACION GNL CEGAS 2015;CLIENTE ANTIGUO;;;2.764,00 €;603;;;;;;;
ACEPTADO;T OV-20151786;;;30/07/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NAVARRA;IMPLANTACION GNL LEKUNBERRI;CLIENTE ANTIGUO;;;1.065,00 €;44;;;;;;;
RECHAZADO;T OV-20151787;;;30/07/2015;IMR;NAVARRA;ATEX;METALDYNE;METALDYNE;REV DPCEx METALDYNE;CLIENTE ANTIGUO;;;1.825,00 €;250;;;;;;;
RECHAZADO;T OV-20151789;;;30/07/2015;IMR;NAVARRA;ATEX;IMQ PREVENCION;IMQ PREVENCION;FORMACION ATEX ;IMQ;FORMACION PARA PROVEEDOR REPSOL;;1.350,00 €;150;;;;;;;
RECHAZADO;T OV-20151807;;;31/07/2015;MAP;NAVARRA;LOTO;GUARDIAN ;GUARDIAN LLODIO;IMPLANTACION LOTO;CLIENTE NUEVO;;;1.785,00 €;150;;;;;;;
ACEPTADO;T OV-20151825;;;05/08/2015;IMR;NAVARRA;ATEX;GAS NATURAL FENOSA;GAS NATURAL SDG;ATEX Y PAU CC ARRUBAL ALMACEN;CLIENTE ANTIGUO;;;1.440,00 €;50;;;;;;;
RECHAZADO;T OV-20151827;;;05/08/2015;IMR;NAVARRA;ATEX;BERLYS CORPORACION ALIMENTARIA;BERLYS CORPORACION ALIMENTARIA;DPCEx BERLYS MUTILVA;CLIENTE NUEVO;;;1.575,00 €;0;;;;;;;
ACEPTADO;T OV-20151828;;;05/08/2015;IMR;NAVARRA;ATEX;KAIKU;KAIKU;DPCEx LACTEOS DE NAVARRA;CLIENTE ANTIGUO;;;1.485,00 €;0;;;;;;;
RECHAZADO;T OV-20151830;;;05/08/2015;IMR;NAVARRA;ATEX;CINFA;CINFA;CURSO ATEX 4 HORAS;CLIENTE ANTIGUO;;;725,00 €;0;;;;;;;
ACEPTADO;T OV-20151832;;;05/08/2015;IMR;NAVARRA;AUTOPROTECCION;ACCIONA;BIOMASA BRIVIESCA;REV PAU;CLIENTE ANTIGUO;;;927,00 €;117;;;;;;;
RECHAZADO;T OV-20151833;;;05/08/2015;IMR;NAVARRA;ATEX;ULMA ARCHITECTURAL;ULMA ARCHITECTURAL;ESTATICA ULMA;CLIENTE NUEVO;;;525,00 €;40;;;;;;;
ACEPTADO;T OV-20151836;;;05/08/2015;IMR;NAVARRA;AUTOPROTECCION;AGRALCO;AGRALCO;PAU E IMPLANTACION AGRALCO;CLIENTE NUEVO;;;2.725,00 €;140;;;;;;;
ACEPTADO;T OV-20151887;;;13/08/2015;IMR;NAVARRA;SEVESO;GAS NATURAL FENOSA;PETROLEUM OIL & GAS ESPAÑA;1254 E IMPLANTACION POZOS;CLIENTE ANTIGUO;;;7.015,00 €;912;;;;;;;
ACEPTADO;T OV-20151888;;;13/08/2015;IMR;NAVARRA;SEVESO;GAS NATURAL FENOSA;PETROLEUM OIL & GAS ESPAÑA;SGS POZOS;CLIENTE ANTIGUO;;;1.600,00 €;0;;;;;;;
ACEPTADO;T OV-20151895;;;13/08/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL HUERTA CAMPO RICO;CLIENTE ANTIGUO;;;2.338,00 €;180;;;;;;;
RECHAZADO;T OV-20151896;;;13/08/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL METALGRAFICA DEL SUR;CLIENTE ANTIGUO;;;2.338,00 €;180;;;;;;;
ACEPTADO;T OV-20151897;;;13/08/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL QUESOS VAZQUEZ;CLIENTE ANTIGUO;;;2.338,00 €;180;;;;;;;
ACEPTADO;T OV-20151898;;;13/08/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;REV PA GNL SOVENA;CLIENTE ANTIGUO;;;1.437,00 €;180;;;;;;;
ACEPTADO;T OV-20151899;;;13/08/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;REV PA GNL CITRICOS ANDEVALO;CLIENTE ANTIGUO;;;1.437,00 €;180;;;;;;;
RECHAZADO;T OV-20151902;;;14/08/2015;IMR;NAVARRA;ATEX;FRATERPREVENCION;FRATERPREVENCION;DPCEx FRATERPREVENCION ESQUIVIAS;CLIENTE NUEVO;;;1.656,00 €;396;;;;;;;
RECHAZADO;T OV-20151934_A;;;19/08/2015;IMR;NAVARRA;ATEX;FRATERPREVENCION;FRATERPREVENCION;DPCEx ESTACION DE SERVICIO COOPERATIVA;CLIENTE NUEVO;;;1.640,00 €;300;;;;;;;
RECHAZADO;T OV-20151978;;;24/08/2015;MAP;NAVARRA;LOTO;ELECTRICIDAD ADELL;ELECTRICIDAD ADELL;SUMINISTRO LOTO;CLIENTE NUEVO;;;1.448,00 €;945;;;;;;;
ACEPTADO;T OV-20151980;;;24/08/2015;IMR;NAVARRA;ATEX;HEXACOMB;HEXACOMB;JUSTIFICACION ATEX;CLIENTE NUEVO;;;235,00 €;0;;;;;;;
RECHAZADO;T OV-20151982;;;24/08/2015;MAP;NAVARRA;LOTO;ELECTRICIDAD ADELL;ELECTRICIDAD ADELL;SUMINISTRO LOTO;CLIENTE NUEVO;;;2.122,00 €;1415;;;;;;;
ACEPTADO;T OV-20151988;;;25/08/2015;IMR;NAVARRA;ATEX;HEXACOMB;HEXACOMB;DPCEx HEXACOMB;CLIENTE NUEVO;;;970,00 €;25;;;;;;;
RECHAZADO;T OV-20152002;;;27/08/2015;IMR;NAVARRA;ATEX;FRATERPREVENCION;FRATERPREVENCION;DPCEx FRATERPREVENCION CABINAS PINTURA;CLIENTE ANTIGUO;;;1.390,00 €;340;;;;;;;
ACEPTADO;T OV-20152018;;;01/09/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;REV PA GNL SCHMIDT & CLEMENS;CLIENTE ANTIGUO;;;1.258,00 €;0;;;;;;;
RECHAZADO;T OV-20152019;;;01/09/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;IMPLANTACION GNV SAN CIBRAO;CLIENTE ANTIGUO;;;1.283,00 €;550;;;;;;;
ACEPTADO;T OV-20152024_A;;;02/09/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;IMPLANTACION PA CT LA ROBLA;CLIENTE ANTIGUO;;;4.151,00 €;1492;;;;;;;
ACEPTADO;T OV-20152052;;;08/09/2015;MAP;NAVARRA;LOTO;QUATRO ELEC ISEI;QUATRO ELEC ISEI;SUMINISTRO LOTO;CLIENTE NUEVO;;;968,50 €;589;;;;;;;
ACEPTADO;T OV-20152090;;;15/09/2015;IMR;NAVARRA;ATEX;ACCIONA;ACCIONA ENERGIA;CURSOS ATEX MAJADAS;CLIENTE ANTIGUO;;;1.750,00 €;850;;;;;;;
ACEPTADO;T OV-20152103;;;17/09/2015;IMR;NAVARRA;SEVESO;GALP;GALP ENERGIA ESPAÑA;PEI ES GASAUTO MADRID;CLIENTE ANTIGUO;;;1.675,00 €;180;;;;;;;
ACEPTADO;T OV-20152104;;;17/09/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL EXTRUCOLOR;CLIENTE ANTIGUO;;;2.159,00 €;0;;;;;;;
ACEPTADO;T OV-20152105;;;17/09/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL ROTOSOL;CLIENTE ANTIGUO;;;2.159,00 €;0;;;;;;;
ACEPTADO;T OV-20152106;;;17/09/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;PA GNL ENZA ZADEN;CLIENTE ANTIGUO;;;2.912,00 €;753;;;;;;;
ACEPTADO;T OV-20152109;;;17/09/2015;IMR;NAVARRA;ATEX;ACCIONA;ACCIONA ENERGIA;CURSOS ATEX TS ALVARADO;CLIENTE ANTIGUO;;;1.750,00 €;950;;;;;;;
RECHAZADO;T OV-20152155;;;24/09/2015;MAP;NAVARRA;LOTO;ELECTRICIDAD ADELL;ELECTRICIDAD ADELL;SUMINISTRO LOTO;CLIENTE NUEVO;;;69,11 €;41;;;;;;;
ACEPTADO;T OV-20152222;;;25/09/2015;IMR;NAVARRA;AUTOPROTECCION;ACCIONA;BIOMASA ;REV PA BIOMASA ;CLIENTE ANTIGUO;;;1.176,00 €;0;;;;;;;
RECHAZADO;T OV-20152231;;;02/10/2015;IMR;NAVARRA;ATEX;FRATERPREVENCION;FRATERPREVENCION;DPCEx EMPRESA OURENSE;CLIENTE ANTIGUO;;;2.150,00 €;350;;;;;;;
RECHAZADO;T OV-20152232_A;;;02/10/2015;IMR;NAVARRA;AUTOPROTECCION;HERANDES;HERANDES;PAU HERANDES HELLIN;CLIENTE ANTIGUO;;;2.150,00 €;300;;;;;;;
ACEPTADO;T OV-20152233;;;05/10/2015;IMR;NAVARRA;ATEX;FCC ;FCC AQUALIA;ATEX FCC AQUALIA;CLIENTE NUEVO;;;33.700,00 €;5400;;;;;;;
RECHAZADO;T OV-20152241;;;05/10/2015;IMR;NAVARRA;CSTMP;GALP;GALP ENERGIA ESPAÑA;AUDITORIA CS GALP VALENCIA;CLIENTE NUEVO;;;1.635,00 €;300;;;;;;;
RECHAZADO;T OV-20152251;;;06/10/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;IMPLANTACION PEI ANLLARES;CLIENTE ANTIGUO;;;4.801,00 €;1620;;;;;;;
RECHAZADO;T OV-20152252;;;06/10/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL FENOSA GENERACION;IMPLANTACION PEI MEIRAMA;CLIENTE ANTIGUO;;;4.749,00 €;1568;;;;;;;
ACEPTADO;T OV-20152259;;;07/10/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;IMPLANTACION MARENOSTRUM Y SALT;CLIENTE ANTIGUO;;;1.208,00 €;450;;;;;;;
RECHAZADO;T OV-20152260;;;07/10/2015;IMR;NAVARRA;CSTMP;FRATERPREVENCION;FRATERPREVENCION;CS FRATERPREVENCION RSU GETAFE;CLIENTE NUEVO;SUBIDO UN 10% PARA FRATERNIDAD;;1.125,00 €;250;;;;;;;
RECHAZADO;T OV-20152261;;;07/10/2015;IMR;NAVARRA;ATEX;FRATERPREVENCION;FRATERPREVENCION;DPCEx FRATERPREVENCION RSU GETAFE;CLIENTE NUEVO;SUBIDO UN 10% PARA FRATERNIDAD;;1.250,00 €;250;;;;;;;
ACEPTADO;T OV-20152276;;;08/10/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL MADRID;IMPLANTACION GAS MADRID SUR 2015;CLIENTE ANTIGUO;;;2.761,00 €;600;;;;;;;
RECHAZADO;T OV-20152284;;;09/10/2015;IMR;NAVARRA;IMPLANTACION;GAS NATURAL FENOSA;GAS NATURAL DISTRIBUCION;IMPLANTACION CATALUÑA CENTRO;CLIENTE ANTIGUO;;;2.408,00 €;556;;;;;;;
ACEPTADO;T OV-20152285;;;09/10/2015;IMR;NAVARRA;AUTOPROTECCION;GAS NATURAL FENOSA;GAS NATURAL SERVICIOS;REV PA GNV HOSPITALET;CLIENTE ANTIGUO;;;855,00 €;0;;;;;;;
RECHAZADO;T OV-20152286;;;09/10/2015;IMR;NAVARRA;ATEX;FRATERPREVENCION;FRATERPREVENCION;DPCEx FRATERPREVENCION BARCELO HUELVA;CLIENTE ANTIGUO;SUBIDO UN 10% PARA FRATERNIDAD;;1.320,00 €;200;;;;;;;
